,brand,model,price,year,kilometer,fuel,gear
5645,Volvo,V70,10500,2008,240000,Diesel,Automaatti
5646,SEAT,Leon,15480,2016,72000,Bensiini,Manuaali
5647,Toyota,C-HR,25480,2018,43000,Hybridi,Automaatti
5648,Mazda,CX-5,16900,2014,135900,Diesel,Automaatti
5649,Fiat,Punto,1850,2008,137000,Bensiini,-
5651,Opel,Corsa,10900,2017,55000,Bensiini,Manuaali
5652,Mini,Clubman,8950,2008,177000,Bensiini,Manuaali
5653,Toyota,Corolla,27880,2020,9000,Bensiini,Automaatti
5654,Volkswagen,Passat,29900,2018,44000,Hybridi,Automaatti
5655,Ford,Fiesta,13990,2020,23000,Bensiini,Manuaali
5656,Toyota,Corolla,2280,2003,299371,Bensiini,Manuaali
5657,Mercedes-Benz,E 200,18900,2013,123000,Diesel,Automaatti
5658,Mercedes-Benz,E 250,17900,2009,138000,Bensiini,Automaatti
5659,Volvo,V40,18900,2016,86500,Diesel,Automaatti
5660,Suzuki,SX4,9980,2012,126000,Bensiini,Manuaali
5661,Volkswagen,Passat,22800,2018,72000,Bensiini,Automaatti
5662,Audi,A5,25300,2012,90000,Bensiini,Automaatti
5663,BMW,320,26900,2016,126200,Diesel,Automaatti
5664,Hyundai,i30,5900,2010,140000,Bensiini,Manuaali
5665,Honda,Civic,18800,2016,7000,Bensiini,Automaatti
5666,Toyota,Auris,9300,2010,174000,Hybridi,Automaatti
5667,Ford,Mondeo,1000,2003,332000,Bensiini,Manuaali
5668,Toyota,Avensis,9600,0,152000,Bensiini,Manuaali
5669,Volkswagen,Passat,22300,2016,27000,Bensiini,Automaatti
5670,Mercedes-Benz,E-sarja,1000,1998,583500,Diesel,Automaatti
5671,Toyota,RAV4,27880,2016,112000,Hybridi,Automaatti
5672,Renault,Scenic,1900,2008,275000,Bensiini,Automaatti
5673,Volkswagen,Golf,7500,2012,194000,Diesel,Automaatti
5674,Dacia,Sandero,16999,2021,100,Bensiini,Automaatti
5675,KIA,Niro,20900,2017,54000,Hybridi,Automaatti
5676,BMW,520,37800,2018,102000,Diesel,Automaatti
5677,Opel,Mokka,19880,2018,30000,Bensiini,Automaatti
5678,Volkswagen,Golf,25490,2017,47000,Diesel,Manuaali
5679,Volvo,V90,36900,2017,164000,Diesel,Automaatti
5680,Volkswagen,Passat CC,11900,2013,281000,Diesel,Automaatti
5681,Dacia,Sandero,16999,2021,100,Bensiini,Automaatti
5682,KIA,Niro,20900,2017,54000,Hybridi,Automaatti
5683,BMW,520,37800,2018,102000,Diesel,Automaatti
5684,Opel,Mokka,19880,2018,30000,Bensiini,Automaatti
5685,Volkswagen,Golf,25490,2017,47000,Diesel,Manuaali
5686,Volvo,V90,36900,2017,164000,Diesel,Automaatti
5687,Volkswagen,Passat CC,11900,2013,281000,Diesel,Automaatti
5688,Nissan,Primera,1390,2005,191000,Bensiini,Manuaali
5689,Toyota,Aygo,13880,2020,11000,Bensiini,Manuaali
5690,BMW,320,21900,2013,130500,Bensiini,Automaatti
5691,Toyota,Verso,23880,2020,10000,Bensiini,Manuaali
5692,Toyota,C-HR,24880,2018,42000,Hybridi,Automaatti
5694,Skoda,Octavia,12000,2014,135000,Bensiini,Manuaali
5695,Skoda,Octavia,29900,2018,50000,Diesel,Automaatti
5696,Volkswagen,Caddy,9490,2011,274000,Diesel,Manuaali
5697,Mazda,6,10880,2009,67000,Bensiini,Automaatti
5698,Citroen,C5,32880,2019,7000,Bensiini,Automaatti
5699,BMW,740,54400,2018,103000,-,Automaatti
5701,Toyota,Yaris,16480,2017,55000,Hybridi,Automaatti
5702,Toyota,RAV4,30450,2017,119000,Hybridi,Automaatti
5703,Audi,A5,7900,2008,330000,Diesel,Automaatti
5704,Volkswagen,Golf Plus,11790,2013,104000,Bensiini,Automaatti
5705,BMW,M-mallit,34790,2012,192000,Diesel,Automaatti
5706,Volkswagen,Golf,23900,2019,120000,Diesel,Automaatti
5707,Volkswagen,Touareg,6990,2004,325000,Diesel,Automaatti
5708,Toyota,Yaris,12980,2013,75000,Hybridi,Automaatti
5709,Hyundai,Getz,3800,2008,145000,Bensiini,Manuaali
5710,Nissan,Primera,2450,2006,193000,Bensiini,Manuaali
5711,Audi,A5,23500,2014,160000,Bensiini,Automaatti
5712,Honda,Accord,1600,2003,365588,Bensiini,Manuaali
5713,Dacia,Sandero,17600,2021,500,Bensiini,Automaatti
5714,Opel,Astra,2950,2006,186000,Bensiini,Manuaali
5715,KIA,Sportage,14580,2012,147000,Diesel,Manuaali
5716,KIA,Sportage,18400,2013,97000,Diesel,Automaatti
5717,KIA,Picanto,4990,2011,139000,Bensiini,Manuaali
5719,Toyota,Auris,19900,2018,33000,Hybridi,Automaatti
5720,Peugeot,308,5990,2012,113000,Bensiini,Manuaali
5721,Skoda,Octavia,16850,2015,122000,Bensiini,Automaatti
5722,Ford,Mondeo,1500,2003,395000,Diesel,Manuaali
5723,Audi,A3,8490,2005,177600,Bensiini,Manuaali
5724,Mercedes-Benz,E 200,3990,2002,544000,Diesel,Automaatti
5725,Volvo,V70,29890,2015,209000,Bensiini,Automaatti
5726,Toyota,Yaris,3980,2007,188900,Bensiini,Manuaali
5727,Toyota,Auris,20500,2018,50000,Hybridi,Automaatti
5728,Peugeot,208,6750,2014,105344,Bensiini,Manuaali
5729,Skoda,Octavia,21600,2019,48000,Bensiini,Manuaali
5730,Toyota,Corolla,26480,2020,9000,Hybridi,Automaatti
5731,Ford,Mondeo,16900,2016,164000,Diesel,Manuaali
5732,Mazda,2,10400,2016,97000,Bensiini,Manuaali
5733,Subaru,Forester,24900,2016,101000,Bensiini,Manuaali
5734,Volvo,V50,7850,2012,201000,Diesel,Manuaali
5735,BMW,520,20750,2014,181000,Diesel,Automaatti
5736,Hyundai,i20,6950,2010,21000,Bensiini,Manuaali
5737,Toyota,Corolla,26480,2020,15000,Hybridi,Automaatti
5738,Mercedes-Benz,CLA 180,28800,2017,35000,Bensiini,Automaatti
5739,Volvo,XC90,20690,2010,174000,Diesel,Automaatti
5740,Audi,A6,6490,2006,189000,Bensiini,Automaatti
5741,Volvo,V90,49900,2018,48000,Diesel,Automaatti
5742,Alfa Romeo,Stelvio,41880,2018,34000,Bensiini,Automaatti
5743,Toyota,Avensis,19980,2016,63000,Bensiini,Manuaali
5744,Hyundai,IONIQ,17880,2017,72000,Hybridi,Automaatti
5745,Renault,Clio,2100,2006,138650,Bensiini,Manuaali
5746,Ford,Fiesta,7950,2014,62000,Bensiini,Manuaali
5747,Toyota,Auris,13480,2013,93000,Bensiini,Manuaali
5748,Opel,Grandland X,24990,2019,46000,Bensiini,Automaatti
5749,Volvo,XC60,12900,2009,308000,Diesel,Automaatti
5751,Toyota,Corolla,26480,2020,10000,Hybridi,Automaatti
5752,Toyota,Yaris,20880,2020,7000,Hybridi,Automaatti
5753,Volkswagen,Caddy,10980,2012,147500,Bensiini,Manuaali
5754,Audi,A6,7900,2006,177000,Bensiini,Automaatti
5755,Volkswagen,Golf,24900,2019,24000,Bensiini,Automaatti
5756,Mercedes-Benz,C-sarja,3210,2004,437213,Diesel,Automaatti
5757,BMW,X5,49890,2017,109000,Hybridi,Automaatti
5758,Toyota,Corolla,9900,2011,134000,Bensiini,Manuaali
5759,Opel,Vectra,1290,2001,365000,Bensiini,Manuaali
5760,Citroen,C3,6900,2011,52000,Bensiini,Manuaali
5761,Mercedes-Benz,C 250,16490,2011,243000,Diesel,Automaatti
5762,Nissan,Juke,13880,2016,77000,Bensiini,Manuaali
5763,Opel,Corsa,10700,2017,29000,Bensiini,Manuaali
5764,Volkswagen,Golf,18480,2019,29000,Bensiini,Manuaali
5765,Audi,A3,1690,2003,223000,Bensiini,Manuaali
5766,Mazda,6,6900,2005,221000,Bensiini,Manuaali
5767,Ford,S-Max,3500,2007,357000,Diesel,Manuaali
5768,Mercedes-Benz,GLC,78800,2020,9000,Hybridi,Automaatti
5769,Nissan,Qashqai,24790,2019,13000,Bensiini,Automaatti
5770,Skoda,Kodiaq,32900,2018,174000,Diesel,Automaatti
5771,Volkswagen,Tiguan,36800,2018,65000,Bensiini,Automaatti
5772,Mercedes-Benz,R 320,8900,2006,233000,Diesel,Automaatti
5773,Volvo,S80,6900,2010,270000,Diesel,Manuaali
5774,Toyota,Avensis,18490,2016,75000,Diesel,Manuaali
5775,Audi,A6,2300,2003,317000,Bensiini,Automaatti
5776,Mercedes-Benz,C 180,30400,2017,49000,Bensiini,Automaatti
5778,Mitsubishi,Outlander,28900,2018,87000,Hybridi,Automaatti
5779,Mercedes-Benz,E 300,22990,2013,144000,Diesel,Automaatti
5780,BMW,750,34990,2013,157000,Bensiini,Automaatti
5781,BMW,3-sarja,3200,2006,460000,Diesel,Automaatti
5782,Volvo,XC90,9900,2006,262000,Bensiini,Automaatti
5783,Toyota,Avensis,12800,2010,135000,Diesel,Manuaali
5784,Honda,HR-V,21980,2017,36000,Bensiini,Automaatti
5785,Audi,S8,5890,1998,326500,Bensiini,Automaatti
5786,Toyota,Yaris,3490,2004,153000,Bensiini,Manuaali
5787,Toyota,Avensis,25880,2018,39000,Bensiini,Automaatti
5788,Toyota,Corolla,28880,2019,29000,Hybridi,Automaatti
5789,Mercedes-Benz,C 250,14990,2009,152000,Bensiini,Automaatti
5790,Volvo,S90,55800,2020,15000,Hybridi,Automaatti
5791,Mercedes-Benz,A 180,22900,2017,53000,Bensiini,Manuaali
5792,Peugeot,3008,8480,2012,96000,Bensiini,Manuaali
5793,Toyota,Corolla,23480,2019,17000,Bensiini,Manuaali
5794,Skoda,Karoq,23780,2019,126498,Diesel,Automaatti
5795,Toyota,RAV4,25600,2016,169000,Hybridi,Automaatti
5796,Citroen,C3,15900,2019,20000,Bensiini,Automaatti
5797,Peugeot,407,2950,2007,208000,Diesel,Manuaali
5798,Volkswagen,Tiguan,37500,2021,2000,Bensiini,Automaatti
5799,Toyota,RAV4,32980,2017,65000,Hybridi,Automaatti
5800,Volvo,V90,54900,2018,40000,-,Automaatti
5801,KIA,Sportage,8900,2013,220000,Diesel,Manuaali
5802,Lexus,IS,37880,2019,24000,Hybridi,Automaatti
5803,Nissan,Tiida,5800,2010,86200,Bensiini,Manuaali
5805,Toyota,Corolla,34880,2020,9000,Hybridi,Automaatti
5806,Mercedes-Benz,C 350,24890,2015,170000,Bensiini,Automaatti
5807,Skoda,Superb,40900,2018,52000,Bensiini,Automaatti
5808,Renault,Megane,700,2003,258000,Bensiini,Manuaali
5810,Toyota,Verso,10900,2012,111000,Bensiini,Automaatti
5811,Audi,A3,18900,2017,51000,Diesel,Automaatti
5812,Opel,Astra,15900,2018,81000,Bensiini,Manuaali
5813,Volkswagen,Golf,19980,2019,17000,Bensiini,Manuaali
5814,Volvo,XC60,53990,2019,49800,-,Automaatti
5815,Volvo,XC60,51800,2018,96000,Hybridi,Automaatti
5816,BMW,7-sarja,6500,1986,312000,Bensiini,Automaatti
5817,Opel,Crossland X,18480,2017,51000,Bensiini,Automaatti
5818,KIA,Optima,14550,2015,140000,Diesel,Automaatti
5819,Toyota,Corolla,27480,2019,44000,Hybridi,Automaatti
5820,Volkswagen,Touareg,44900,2016,70000,Diesel,Automaatti
5821,Mercedes-Benz,GLC,68900,2020,18000,Hybridi,Automaatti
5822,Toyota,Auris,15980,2013,58000,Bensiini,Automaatti
5823,Volkswagen,Passat,21850,2015,41000,Bensiini,Automaatti
5824,Nissan,X-Trail,18780,2015,102000,Diesel,Manuaali
5825,KIA,Cee'd,7800,2011,96000,Bensiini,Manuaali
5826,SEAT,Leon,6900,2012,147000,Bensiini,Manuaali
5827,Toyota,GT86,26980,2014,18000,Bensiini,Automaatti
5828,Toyota,Auris,19980,2017,63000,Hybridi,Automaatti
5829,Volkswagen,Golf,16990,2015,52000,Bensiini,Automaatti
5830,Nissan,Almera,2290,2004,220000,Bensiini,Manuaali
5831,Mazda,6,16900,2016,127000,Diesel,Automaatti
5832,Mercedes-Benz,GLC 350,45790,2017,92000,Hybridi,Automaatti
5833,Nissan,Primera,2160,2006,271000,Bensiini,-
5834,Toyota,Corolla,19980,2018,66000,Bensiini,Automaatti
5835,Mercedes-Benz,C 220,28900,2016,81000,Diesel,Automaatti
5836,Toyota,Auris,16480,2015,94000,Hybridi,Automaatti
5837,Mercedes-Benz,C 180,45900,2021,10000,Bensiini,Automaatti
5838,Volkswagen,Passat,21900,2016,99000,Hybridi,Automaatti
5839,Mercedes-Benz,S 350,53980,2014,128000,Diesel,Automaatti
5840,Toyota,Camry,36980,2019,29000,Hybridi,Automaatti
5842,Nissan,Note,5900,2009,99000,Bensiini,Manuaali
5843,Nissan,Primera,800,1995,234918,Bensiini,Manuaali
5844,Mazda,6,9990,2010,186000,Bensiini,Manuaali
5845,Smart,,2380,2000,74000,Diesel,-
5846,Volvo,V90,25700,2018,166000,Diesel,Automaatti
5847,Toyota,Corolla,4850,2008,259000,Diesel,Manuaali
5848,Toyota,Auris,23880,2019,18000,Hybridi,Automaatti
5849,Mercedes-Benz,C-sarja,1000,1999,480000,Diesel,Manuaali
5850,Mazda,6,21300,2016,62000,Bensiini,Manuaali
5851,Ford,Fiesta,17400,2019,24000,Bensiini,Automaatti
5852,Skoda,Rapid,12980,2017,51000,Bensiini,Manuaali
5853,Peugeot,207,4190,2010,159000,Diesel,Manuaali
5854,Volkswagen,Passat,1300,2004,560000,Diesel,Manuaali
5855,Mitsubishi,Outlander,21770,2016,159000,Hybridi,Automaatti
5856,Audi,A3,12800,2012,105000,Bensiini,Manuaali
5857,SEAT,Arona,18900,2018,28000,Bensiini,Automaatti
5858,KIA,Niro,34800,2020,6000,Hybridi,Automaatti
5859,Nissan,Juke,13800,2015,62000,Bensiini,Automaatti
5860,Toyota,Corolla,19880,2015,53000,Bensiini,Automaatti
5861,Toyota,Auris,24480,2019,28000,Hybridi,Automaatti
5862,Volkswagen,Polo,4800,2007,108000,Bensiini,Manuaali
5863,Lexus,CT,26880,2018,38000,Hybridi,Automaatti
5864,Nissan,Almera,4950,2006,64000,Bensiini,Manuaali
5865,Renault,Clio,9250,2015,65000,Bensiini,Manuaali
5866,Ford,Fiesta,950,2002,125900,Bensiini,Manuaali
5867,Toyota,Corolla,26480,2020,10000,Hybridi,Automaatti
5868,Skoda,Octavia,10600,2014,203000,Diesel,Automaatti
5869,Skoda,Octavia,19980,2019,96000,Bensiini,Automaatti
5870,Toyota,Auris,16880,2016,84000,Bensiini,Manuaali
5871,Mercedes-Benz,C 220,19450,2014,216000,Diesel,Automaatti
5873,Toyota,Auris,21480,2018,54000,Hybridi,Automaatti
5874,Mercedes-Benz,R 350,17900,2008,159000,Bensiini,Automaatti
5875,BMW,320,16800,2014,157000,Diesel,Manuaali
5876,Skoda,Rapid,15480,2016,36000,Bensiini,Automaatti
5877,Chevrolet,Evanda,999,2006,195000,Bensiini,Manuaali
5878,Volkswagen,Golf,6490,2008,217000,Diesel,Manuaali
5879,BMW,Z-sarja,11900,1998,166500,Bensiini,Manuaali
5880,Toyota,Auris,18480,2015,68000,Hybridi,Automaatti
5881,Toyota,Auris,18480,2015,68000,Hybridi,Automaatti
5882,Nissan,Juke,9880,2011,126000,Bensiini,Automaatti
5883,Lexus,IS,33880,2019,43000,Hybridi,Automaatti
5884,Volvo,XC60,63450,2020,29000,Hybridi,Automaatti
5885,BMW,X6,27990,2011,178500,-,Automaatti
5886,Toyota,C-HR,21500,2017,51000,Bensiini,Automaatti
5887,Toyota,Avensis,17980,2014,100000,Bensiini,Automaatti
5888,Toyota,C-HR,26980,2019,35000,Hybridi,Automaatti
5889,Volkswagen,Golf,28900,2020,17000,Sähkö,Automaatti
5890,Mini,Cooper S,6900,2007,121000,Bensiini,Manuaali
5892,Mercedes-Benz,B-sarja,19490,2015,69500,Sähkö,Automaatti
5893,Toyota,Auris,18900,2016,25000,Hybridi,Automaatti
5894,Volvo,V60,25900,2015,112000,Diesel,Automaatti
5895,Lexus,RX,71880,2019,38000,Hybridi,Automaatti
5896,Ford,S-Max,15900,2012,135000,Diesel,Automaatti
5897,Toyota,Yaris,18980,2019,23000,Hybridi,Automaatti
5898,Fiat,500,6890,2013,158000,Bensiini,Manuaali
5899,Volkswagen,Golf,8890,2011,132000,Bensiini,Manuaali
5900,Volkswagen,Golf,21900,2019,48400,Bensiini,Automaatti
5901,Nissan,X-Trail,6800,2005,187000,Bensiini,Automaatti
5902,Toyota,Yaris,17980,2018,28000,Hybridi,Automaatti
5903,Ford,Mondeo,4950,2010,334000,Diesel,Automaatti
5904,Volvo,XC70,23800,2014,188000,Diesel,Automaatti
5905,Toyota,C-HR,26980,2019,21000,Hybridi,Automaatti
5906,Volkswagen,Golf,3950,2011,324000,Diesel,Manuaali
5907,KIA,Picanto,11480,2018,13000,Bensiini,Manuaali
5908,Toyota,Camry,37900,2020,3000,Hybridi,Automaatti
5909,BMW,5-sarja,25900,2015,238000,Diesel,Automaatti
5910,BMW,3-sarja,17900,2012,153000,Diesel,Automaatti
5911,Toyota,Corolla,2490,2002,313000,Bensiini,Manuaali
5912,Volvo,V60,36900,2019,54000,Diesel,Automaatti
5913,Volvo,V90,38900,2019,54000,Diesel,Automaatti
5914,Volvo,S90,37900,2017,68000,Diesel,Automaatti
5916,Fiat,Panda,500,2004,216000,Bensiini,-
5917,Toyota,Yaris,13800,2016,46000,Bensiini,Manuaali
5918,Skoda,Octavia,25990,2018,102300,Bensiini,Automaatti
5919,Mazda,6,21980,2016,61000,Bensiini,Automaatti
5920,Hyundai,Tucson,3490,2006,363000,Diesel,Manuaali
5921,BMW,X3,21900,2012,127000,Diesel,Manuaali
5922,Opel,Insignia,36890,2020,7000,Bensiini,Automaatti
5923,BMW,3-sarja,2500,2000,466000,Diesel,Automaatti
5924,KIA,Sorento,47900,2020,12000,Diesel,Automaatti
5925,Lexus,IS,24980,2013,142000,Hybridi,Automaatti
5926,Volkswagen,Touran,24900,2016,49000,Diesel,Manuaali
5927,Nissan,X-Trail,4900,2005,278000,Bensiini,Manuaali
5928,Mercedes-Benz,C 220,8900,2009,332000,Diesel,Automaatti
5929,Mercedes-Benz,C 350,13900,2009,314000,Diesel,Automaatti
5930,Ford,Mustang,23000,2008,149000,Bensiini,Manuaali
5931,BMW,335,13220,2009,310000,Diesel,Automaatti
5932,BMW,530,26900,2013,144000,Diesel,Automaatti
5933,Audi,A6,16900,2014,186000,Diesel,Automaatti
5934,Hyundai,i40,13700,2015,85000,Bensiini,Manuaali
5935,Toyota,Avensis,16890,2013,166000,Bensiini,Automaatti
5936,Honda,Accord,6900,2006,216000,Bensiini,Automaatti
5937,KIA,Sorento,14900,2012,194000,Diesel,Manuaali
5938,Peugeot,2008,15900,2017,50000,Bensiini,Automaatti
5939,Audi,A4,8890,2008,311000,Diesel,Automaatti
5940,BMW,528,27900,2012,142000,Bensiini,Automaatti
5941,Skoda,Octavia,6880,2011,262000,Bensiini,Manuaali
5942,Toyota,Corolla,5900,2009,268000,Diesel,Manuaali
5943,Volkswagen,Passat,12900,2012,178000,-,Manuaali
5944,Volvo,XC70,18890,2010,211000,Diesel,Automaatti
5945,Toyota,Avensis,19700,2014,102000,Bensiini,Automaatti
5946,BMW,318,7900,2011,292000,Diesel,Manuaali
5947,Audi,A4,5220,2004,329000,Bensiini,Manuaali
5948,Volkswagen,Golf,14500,2014,101000,Bensiini,Automaatti
5949,Toyota,Auris,8650,2010,180000,Bensiini,Manuaali
5950,KIA,Cee'd,12900,2013,122000,Bensiini,Manuaali
5951,Ford,Mondeo,9900,2011,194000,Bensiini,Manuaali
5952,Skoda,Octavia,15900,2014,209000,Diesel,Manuaali
5953,Skoda,Karoq,31900,2018,27000,Bensiini,Automaatti
5954,Volkswagen,Golf,13490,2016,131000,Bensiini,Automaatti
5955,Peugeot,207,4150,2009,156000,Bensiini,Manuaali
5956,Honda,Accord,5600,2007,253000,Bensiini,Manuaali
5957,Skoda,Octavia,26830,2018,83000,Diesel,Automaatti
5958,Audi,A5,12499,2010,327000,Diesel,Automaatti
5959,Land Rover,Range Rover,159800,2021,7000,Hybridi,Automaatti
5960,Toyota,Yaris,18980,2017,50000,Hybridi,Automaatti
5961,Land Rover,Range Rover,159800,2021,7000,Hybridi,Automaatti
5962,Toyota,Yaris,18980,2017,50000,Hybridi,Automaatti
5963,Toyota,Corolla,6900,2008,174000,Bensiini,Manuaali
5964,Mercedes-Benz,C 350,33900,2016,45000,Hybridi,Automaatti
5965,Audi,RS3,67800,2018,78000,Bensiini,Automaatti
5966,Volkswagen,Passat,7350,2011,259000,Diesel,Manuaali
5967,Honda,CR-V,15900,2013,118000,Bensiini,Manuaali
5968,Lexus,UX,38880,2019,9000,Hybridi,Automaatti
5969,Ford,Mondeo,1890,1995,144000,Bensiini,Manuaali
5970,Toyota,Corolla,3490,2006,250000,Bensiini,Manuaali
5971,Volkswagen,Polo,18990,2019,19000,Bensiini,Automaatti
5972,BMW,330,12900,2008,170000,Diesel,Automaatti
5973,Jaguar,X-Type,2490,2004,322215,Diesel,Manuaali
5974,Mitsubishi,Outlander,33790,2020,28000,Hybridi,Automaatti
5975,Toyota,Auris,15700,2014,98000,Hybridi,Automaatti
5976,Opel,Crossland X,17900,2018,59000,Bensiini,Automaatti
5977,Audi,A4,2000,2000,286000,Bensiini,Manuaali
5978,Nissan,Note,10990,2014,89000,Bensiini,Manuaali
5979,Skoda,Superb,42900,2018,46000,Bensiini,Automaatti
5980,Volvo,S60,1950,2004,450000,Diesel,Manuaali
5981,KIA,Sorento,41900,2019,36000,Diesel,Automaatti
5982,Suzuki,SX4,6990,2012,97000,Bensiini,Manuaali
5983,KIA,Optima,28500,2018,52000,Bensiini,Automaatti
5984,Saab,9-3,3800,2007,297000,Bensiini,Manuaali
5985,Volkswagen,Golf,28900,2020,3000,Sähkö,Automaatti
5986,Toyota,Yaris,14990,2017,59000,Hybridi,Automaatti
5987,Skoda,Kodiaq,35890,2018,121000,Diesel,Automaatti
5988,Skoda,Octavia,4500,2011,225500,Diesel,Manuaali
5989,Citroen,C3,16980,2018,17000,Bensiini,Manuaali
5990,Volkswagen,Golf,18480,2019,35000,Bensiini,Manuaali
5991,Peugeot,508,7900,2013,165000,Diesel,Automaatti
5992,Mitsubishi,Outlander,33800,2018,35000,Hybridi,Automaatti
5993,Lexus,CT,26880,2018,34000,Hybridi,Automaatti
5994,Land Rover,Range Rover Evoque,39900,2017,72000,Diesel,Automaatti
5995,Ford,Fiesta,13490,2017,24000,Bensiini,Manuaali
5996,Opel,Insignia,21990,2018,65791,Bensiini,Automaatti
5997,Nissan,Qashqai,22900,2019,13000,Bensiini,Manuaali
5998,Peugeot,206,1500,2005,150000,Bensiini,-
5999,Toyota,Auris,16880,2016,135000,Hybridi,Automaatti
6000,Honda,CR-V,16800,2011,122000,Bensiini,Automaatti
6001,Volkswagen,Passat,23900,2016,140000,Diesel,Automaatti
6002,Hyundai,i20 Active,18600,2020,16000,Bensiini,Automaatti
6003,Ford,Fusion,4800,2009,119000,Bensiini,Manuaali
6004,Ford,Fiesta,13900,2013,17000,Bensiini,Automaatti
6005,BMW,X1,47800,2021,7000,Hybridi,Automaatti
6006,Audi,A3,9880,2008,131000,Bensiini,Automaatti
6007,Volvo,V90,37680,2017,75000,Diesel,Automaatti
6008,Toyota,Corolla,19480,2016,59000,Bensiini,Automaatti
6009,BMW,X5,14890,2008,279000,Bensiini,Automaatti
6010,Volvo,V60,19900,2014,167000,Diesel,Automaatti
6011,Chrysler,Voyager,1500,2003,255000,Bensiini,Automaatti
6012,Volvo,XC70,19900,2012,185811,Diesel,Automaatti
6013,Ford,Fiesta,16980,2019,54000,Bensiini,Automaatti
6014,Mercedes-Benz,C 180,25880,2015,37000,Diesel,Automaatti
6015,Mercedes-Benz,GLC,65900,2021,10000,Hybridi,Automaatti
6016,Mercedes-Benz,GLE 350,69900,2017,81000,Diesel,Manuaali
6017,Mercedes-Benz,C 200,48900,2021,10000,Bensiini,Automaatti
6018,Toyota,Auris,21280,2018,65000,Hybridi,Automaatti
6019,Ford,C-Max,1599,2005,301000,Bensiini,Manuaali
6020,Chevrolet,Camaro,47990,2010,19000,Bensiini,Automaatti
6021,Volkswagen,Polo,13490,2019,19000,Bensiini,Manuaali
6022,Toyota,Corolla,33980,2020,10000,Hybridi,Automaatti
6023,Opel,Grandland X,27900,2019,36000,Bensiini,Automaatti
6024,BMW,740,52790,2017,109000,Hybridi,Automaatti
6025,Volkswagen,Golf,900,2005,330000,Diesel,Automaatti
6026,Toyota,Hiace,5900,1997,497000,Diesel,Manuaali
6027,Opel,Insignia,29900,2018,59000,Diesel,Automaatti
6028,Mitsubishi,Outlander,29400,2018,94000,Hybridi,Automaatti
6029,Toyota,Auris,23480,2019,37000,Hybridi,Automaatti
6030,Opel,Grandland X,23990,2019,52000,Bensiini,Automaatti
6031,Toyota,Yaris,17980,2018,32000,Hybridi,Automaatti
6034,BMW,520,7490,2009,279000,Diesel,Automaatti
6035,Mercedes-Benz,C 200,39880,2019,51000,Hybridi,Automaatti
6036,Nissan,Micra,6490,2016,111000,Bensiini,Manuaali
6037,Toyota,Auris,22980,2019,39000,Hybridi,Automaatti
6038,Hyundai,i30N,32880,2019,10000,Bensiini,Manuaali
6039,Volvo,V40,26900,2019,8000,Bensiini,Automaatti
6040,Nissan,Micra,3500,2011,229000,Bensiini,Manuaali
6041,Toyota,Prius,7900,2007,145000,-,Automaatti
6042,Opel,Meriva,4800,2009,163500,Bensiini,Manuaali
6043,Toyota,C-HR,27480,2019,60000,Hybridi,Automaatti
6044,KIA,Cee'd,2400,2007,444000,Diesel,Manuaali
6045,Toyota,Corolla,23900,2019,54000,Hybridi,Automaatti
6046,Audi,A4,25750,2017,141524,Diesel,Automaatti
6047,Mitsubishi,Outlander,28900,2017,74000,Hybridi,Automaatti
6048,BMW,318,20980,2016,120000,Bensiini,Automaatti
6049,Mercedes-Benz,ML 320,15900,2007,199000,Diesel,Automaatti
6050,Skoda,Octavia,15400,2016,122000,Diesel,Automaatti
6051,Toyota,Avensis,20900,2017,81000,Bensiini,Automaatti
6052,Skoda,Octavia,12900,2013,134000,Bensiini,Manuaali
6053,Mercedes-Benz,CLA 180 Shooting Brake,24880,2018,116000,Diesel,Automaatti
6054,Skoda,Fabia,5850,2011,125000,Bensiini,Manuaali
6055,Mini,Countryman,11850,2011,165040,Diesel,Automaatti
6056,Skoda,Octavia,23500,2017,58000,Bensiini,Automaatti
6057,Toyota,Avensis,22880,2015,90000,Bensiini,Automaatti
6058,Volkswagen,Passat,7200,2012,284000,Diesel,Automaatti
6059,Toyota,Camry,36800,2019,9000,Hybridi,Automaatti
6060,Volvo,V60,21490,2017,119000,Diesel,Automaatti
6061,Volvo,V90,29700,2018,84000,Diesel,Automaatti
6062,Honda,Prelude,1599,1994,280000,Bensiini,Manuaali
6063,BMW,X5,61800,2018,61000,Hybridi,Automaatti
6064,Volvo,XC60,29400,2016,78000,Diesel,Automaatti
6065,Toyota,Yaris,21480,2020,1000,Bensiini,Automaatti
6066,Volvo,XC70,8900,2008,375000,Diesel,Automaatti
6067,Mitsubishi,Outlander,17900,2014,199000,Bensiini,Automaatti
6068,Nissan,Qashqai,17900,2017,78000,Bensiini,Automaatti
6070,Volkswagen,Sharan,29800,2016,119000,Diesel,Automaatti
6071,Subaru,Impreza,1600,1997,303000,E85 / Flexifuel,Automaatti
6072,BMW,530,12500,2011,402000,Diesel,Automaatti
6073,Mercedes-Benz,A 160,9980,2010,73000,Bensiini,Manuaali
6074,Volkswagen,Touran,7750,2012,334000,Diesel,Automaatti
6075,Opel,Astra,14950,2016,131000,Bensiini,Automaatti
6076,Mazda,6,25980,2018,27000,Bensiini,Automaatti
6077,Mercedes-Benz,E 200,14500,2007,96000,Bensiini,Automaatti
6078,KIA,Cee'd,2799,2009,262200,Bensiini,Manuaali
